tweet_text,tweet_sentiment_value
"dear virgin customer, while you're stranded in sf for <> days and <>- we'll do the very least we can to accommodate you!",1
should use this in their next airline commercial lol,1
grouping virgin in with the others now. bos weather has exposed their actual cus serv model. never flight booking problems with virgin again!,0
"as one of the travelers affected by the boston storm, i'm shocked at virgin's complete apathy toward their customers.",0
umm so no reason as to why this is? is there someone different i should contact or contact me to get a definitive answer?,0
trying to make the change in advance not just <> hours priortried it online earlier and it wanted <> in change fees.,0
"so loyal that i'm driving to nyc from pa, to fly virgin, since you cut philly flights goodemoticon",2
any way to change from main cabin to main cabin select on same flight without paying a change fee penalty?,1
you guys are perfect as always! <> wervirgin,2
thanks! y'all have some of the best customer service left in the industry.,2
can you give me silver status for <> months?,1
really wish you'd fly out of fargo those fares are amazings,2
"mood lighting on point raising hands reclining my seat, kickin up my feet",0
my flight <> scheduled for <> departure still says on time but no plane at gate. any update on how long of a delay?,0
my group got their cancelled flightlation fees waived but i can't because my ticket is booked for <><>? your reps were no help either enraged face,0
are there any sign up bonuses to enroll in elevate?,1
just got on the <> in newark home to la. your folks at ewr are incredible letsgohome,2
morning. if i have a question regarding elevate points and flights can i dm you?,1
still waiting to see dev disappointed face,1
was wondering if you guys recieved my dm and we're able to potentially respond asap,1
flying lax to sfo and after looking at the awesome movie lineup i actually wish i was on a long haul.,2
book out of town with fares from <>way restr.,1
thanks,2
thanks for taking care of that mr! happy customer.,2
still no refund or word via dm. please resolve this issue as your cancelled flightled flight was useless to my assistant's trip.,0
delayed due to lack of crew and now delayed again because there's a long line for deicing. still need to improve service,0
thanks -- we filled it out. how's our luck with this? is it common?,2
your eri-ord express connections are hugely popular . now if only we could have an eri-ewr hop! goodemoticon,0
even on international flight glasgow to the u. s.? then what about orlando to newark? all <> minutes?,1
you think you boarded flight <> too early? i think so.,0
"i understand, but it's tough when there is no way to get to the airport wo serious risk of an accident. it's a steep price.",1
"gate agent hooked me up with alternate flights. if you have a way to prevent the constant issues, that would rock.",0
flying gla-mco in a few weeks. how long do we have to be at airport for before departure for both international and domestic? ta,1
thanks,2
thanks. it is on the same ticket.,2
why not? is it a law or a policy?,1
is the worst. nonrefundable first class tickets? oh because when you select globalfc their system auto selects economy wupgrade.,0
so i can buy tix <> days before flight but can't transfer the tix. flawed security logic. flawed customer service,0
"i did start a claim but <>-<> weeks is unrealistic, am i really supposed to go that long with out a car seat for my child. ridiculous!",0
follow me please this airline is beautifull heart suit,2
"no i don't, but i'm sure have my info on its system.",1
"if the car seat is lost should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child",0
just submitted my response on the link you sent.,1
"yes, david allan send an email with this number <> and case<>",1
that totally sucks my cousin worked at phl said,0
just wanted to let you know how wonderful rosetta the gate agent was working flight <> dan to ase. let her know she wasappreciated,2
"yes, a paper voucher that i got on january <> <>",1
beginning of feb i called they said they would send another voucher by mail. never got anything. tiredofwaiting,0
"the internet is a great thing. i am emailing executives in your company, maybe they will respond to me in a timely manner.",0
"do i need to use a chase club pass for my <> old son, or can he come in with me on my pass?",1
and what am i suppose to do with that number?,1
thats weak. see ya waving hand hey !,0
i flew back w other company since didnt have an earlier flight,0
i lost a voucher that i was given in miami aeroport on jan <>. i did not use it.,1
i am trying to book awards for september and need flights on but they will not show even w many award seats availab,0
i sure did. i had to drive a total of <> hours to get my own bag. i'd like to explain that debacle but no one wants to talk to me.,0
gee that's like almost caring about ppl more than . think i'm more int in having a trusted adult w daughter .,1
"see? we were told repeatedly that the pilot was late flight and kept getting late flightr. after we boarded, there was a defibrillator issue.",0
why no preferred security line anymore. my tsa pre-check didn't pull on my partner flight! platinum spoiled,0
newarkliberty airport need to indicate different gate's for terminals aandc. flyingainteasy,0
"yes please! i am newly married and trying to update my last name on a preexisting international flight! it seems so easy, but.",0
how does refuse to reissue a <> lost voucher when their plane didn't take off due to mechanics? badcustomerservice,0
